tag,usec,cswitch,cpu_migr,page_fault,cycles,ghz,ins,ins_cyc,br,br_mis,br_mis_rate,date,rc,cmd,args
find_avx2_memcpy,47620978355,27,2,311,122464192091,2.57164,308226964955,2.51687,62905853526,275746470,0.438348,2016-10-09 14:39:35,0,./find_avx2_memcpy,"['30000', 'in']"
find_avx2_memcpy,47244496430,20,3,312,122366070481,2.59006,308225712995,2.51888,62905624048,276481279,0.439518,2016-10-09 14:40:36,0,./find_avx2_memcpy,"['30000', 'in']"
find_diet,52108688487,25,2,312,133642488803,2.56469,338713237668,2.53447,68169307688,436677815,0.640578,2016-10-09 14:41:41,0,./find_diet,"['30000', 'in']"
find_diet,51597287322,308,9,312,133676847154,2.59077,338713041053,2.53382,68169260457,434813183,0.637843,2016-10-09 14:42:45,0,./find_diet,"['30000', 'in']"
find_diet,51619387297,22,4,311,133169951145,2.57984,338711750251,2.54345,68169042078,434271953,0.637052,2016-10-09 14:43:50,0,./find_diet,"['30000', 'in']"
find_diet,51718995011,23,4,311,133461054263,2.5805,338712098867,2.53791,68169106621,435789034,0.639276,2016-10-09 14:44:55,0,./find_diet,"['30000', 'in']"
find_diet,51650842834,28,2,312,133617760180,2.58694,338711945864,2.53493,68169078623,438473029,0.643214,2016-10-09 14:45:59,0,./find_diet,"['30000', 'in']"
find_diet,51480278975,57,3,311,133404343167,2.59137,338711680256,2.53899,68169006679,434031082,0.636699,2016-10-09 14:47:04,0,./find_diet,"['30000', 'in']"
find_diet,51650740901,190,9,312,133058857946,2.57613,338713111500,2.54559,68169255122,432518855,0.634478,2016-10-09 14:48:09,0,./find_diet,"['30000', 'in']"
find_diet,51383536261,47,1,311,133094179733,2.59021,338711359077,2.5449,68168948402,433309410,0.63564,2016-10-09 14:49:13,0,./find_diet,"['30000', 'in']"
find_diet,51508459310,50,2,312,133416025960,2.59018,338711568162,2.53876,68168979394,435396118,0.638701,2016-10-09 14:50:18,0,./find_diet,"['30000', 'in']"
find_diet,51659864292,44,1,312,133579374669,2.58575,338711928635,2.53566,68169068691,438764680,0.643642,2016-10-09 14:51:22,0,./find_diet,"['30000', 'in']"
find_sse,49750367989,24,5,312,128553904154,2.58398,320585875759,2.49379,65554290705,410425178,0.626084,2016-10-09 14:52:25,0,./find_sse,"['30000', 'in']"
find_sse,49474015480,40,3,312,128229860120,2.59186,320585072756,2.50008,65554154936,414546154,0.632372,2016-10-09 14:53:28,0,./find_sse,"['30000', 'in']"
find_sse,50194698698,29,2,312,129660301257,2.58315,320588153215,2.47252,65554699464,434353132,0.662581,2016-10-09 14:54:31,0,./find_sse,"['30000', 'in']"
find_sse,49701508673,47,3,311,128778770433,2.59104,320586170798,2.48943,65554317467,407133990,0.621064,2016-10-09 14:55:34,0,./find_sse,"['30000', 'in']"
find_sse,49765201021,23,5,312,128943408697,2.59104,320586328957,2.48626,65554335896,414375203,0.63211,2016-10-09 14:56:37,0,./find_sse,"['30000', 'in']"
find_sse,49415813320,49,2,311,128108218839,2.59245,320585407860,2.50246,65554176244,406803968,0.620561,2016-10-09 14:57:39,0,./find_sse,"['30000', 'in']"
find_sse,49712032047,28,5,312,128572322805,2.58634,320586409696,2.49343,65554348176,408063659,0.622481,2016-10-09 14:58:42,0,./find_sse,"['30000', 'in']"
find_sse,49790646954,24,2,312,128128565501,2.57335,320586497145,2.50207,65554389454,410765156,0.626602,2016-10-09 14:59:45,0,./find_sse,"['30000', 'in']"
find_sse,49523409694,45,5,312,128232674141,2.58933,320585637973,2.50003,65554226215,408347789,0.622916,2016-10-09 15:00:47,0,./find_sse,"['30000', 'in']"
find_sse,50439660226,23,7,311,128592766525,2.54944,320588342123,2.49305,65554726839,407868503,0.62218,2016-10-09 15:01:51,0,./find_sse,"['30000', 'in']"
find_uclibcx86,102690893870,536,8,312,265498336552,2.58541,288009035107,1.08479,58591861952,2661972,0.00454325,2016-10-09 15:03:47,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102611713301,286,8,312,265749091033,2.58985,288006952502,1.08376,58591529436,2808950,0.00479412,2016-10-09 15:05:42,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,103350105270,38,5,312,265635009347,2.57024,288008118979,1.08423,58591747778,2700839,0.00460959,2016-10-09 15:07:39,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102580695617,88,5,311,265786455643,2.591,288005447555,1.0836,58591287179,2744968,0.00468494,2016-10-09 15:09:34,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102578424993,43,6,312,265447744117,2.58775,288006430747,1.08498,58591434411,4617448,0.00788076,2016-10-09 15:11:30,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102697950987,203,22,311,265718391427,2.58738,288009661192,1.08389,58591988828,2885491,0.00492472,2016-10-09 15:13:26,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102528085296,110,7,311,265661060592,2.59111,288005798963,1.08411,58591333807,2728224,0.00465636,2016-10-09 15:15:21,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102601471691,41,4,312,265614966303,2.5888,288005834510,1.0843,58591328048,2743054,0.00468167,2016-10-09 15:17:17,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102705156354,39,2,312,265681823335,2.58684,288006045118,1.08403,58591387792,2947942,0.00503136,2016-10-09 15:19:13,0,./find_uclibcx86,"['30000', 'in']"
find_uclibcx86,102651695117,475,12,312,265559596389,2.587,288008385539,1.08453,58591780137,3544700,0.00604982,2016-10-09 15:21:09,0,./find_uclibcx86,"['30000', 'in']"
